,hit_id,query_id,biosample_id,closest_ref,distance,SRM_present,single_ref,closest_single_ref
51,OYQB01.5101.1_1/1-213,OYQB01,SAMN06165467,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",,True,False,NA
52,CAAELL01.26.1_14/62-435,CAAELL01,SAMEA5280031,['uncultured_bacterium__EF645667'],0.4817256042482226,True,True,uncultured_bacterium__EF645667
53,CAAELL01.26.1_13/11-266,CAAELL01,SAMEA5280031,['uncultured_bacterium__EF645667'],0.5960446042482228,True,True,uncultured_bacterium__EF645667
54,UPMM01.15656.1_2/63-436,UPMM01,SAMEA2737839,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.065797417841511,True,False,NA
55,UPMM01.15656.1_1/11-112,UPMM01,SAMEA2737839,['Bilophila_wadsworthia__BilWads6'],0.1268139641950127,True,True,Bilophila_wadsworthia__BilWads6
56,ORIF01.8853.1_1/63-390,ORIF01,SAMN04329858,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
57,ORIF01.8035.1_2/50-394,ORIF01,SAMN04329858,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1312639842397785,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
58,ORIF01.7405.1_1/8-243,ORIF01,SAMN04329858,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.9548167964857786,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
59,OYKH01.90.1_2/39-412,OYKH01,SAMN06165444,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
60,OYKH01.90.1_1/11-266,OYKH01,SAMN06165444,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
61,OYKH01.3199.1_1/23-192,OYKH01,SAMN06165444,"['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'MSW_digester_clone__Unc01cxc']",,True,False,NA
62,OYKH01.1193.1_1/1-93,OYKH01,SAMN06165444,['Desulfitibacter_alkalitolerans__DfiAlka2'],,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
63,OYKH01.1882.1_2/1-127,OYKH01,SAMN06165444,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
64,OYKH01.1882.1_1/6-125,OYKH01,SAMN06165444,['Desulfitibacter_alkalitolerans__DfiAlka2'],,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
65,ULQH01.22774.1_1/1-246,ULQH01,SAMEA4835653,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",,True,False,NA
66,UMCV01.52177.1_1/1-141,UMCV01,SAMEA4835976,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",,True,False,NA
67,CABRAA01.133.1_7/53-398,CABRAA01,SAMEA5850570,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.3798219842397783,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
68,CABRAA01.133.1_8/5-240,CABRAA01,SAMEA5850570,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.1423077964857786,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
69,UPLS01.22663.1_4/63-190,UPLS01,SAMEA2737864,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
70,OXJK01.30384.1_1/2-184,OXJK01,SAMN05826969,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",,True,False,NA
71,UPQN01.3.1_186/62-435,UPQN01,SAMEA2737804,['uncultured_bacterium__EF645667'],0.4754256042482226,True,True,uncultured_bacterium__EF645667
72,UPQN01.3.1_187/11-266,UPQN01,SAMEA2737804,['uncultured_bacterium__EF645667'],0.6074756042482229,True,True,uncultured_bacterium__EF645667
73,UPQN01.66372.1_1/8-172,UPQN01,SAMEA2737804,['Bilophila_sp._4_1_30__BilSpec3'],0.0131378645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
74,USWG01.18375.1_1/2-243,USWG01,SAMN06111996,['Bilophila_sp._4_1_30__BilSpec3'],0.0208468645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
75,USWG01.37789.1_1/64-205,USWG01,SAMN06111996,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
76,UZHZ01.1361.1_5/64-437,UZHZ01,SAMN00791913,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
77,UZHZ01.1361.1_6/11-266,UZHZ01,SAMN00791913,['Bilophila_sp._4_1_30__BilSpec3'],0.0016668645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
78,WGVM01.188.1_1/63-417,WGVM01,SAMN12905038,['Desulfovibrio_piger__DslPige3'],0.0265023632751218,True,True,Desulfovibrio_piger__DslPige3
79,OZKV01.8779.1_1/64-430,OZKV01,SAMN06165244,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0530713632751218,True,False,NA
80,OZZL01.7074.1_1/28-293,OZZL01,SAMN06165153,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.869633634950077,True,True,Moorella_thermoacetica_Y72_copy_2__MooTher5
81,CAJLMI01.293.1_1/1-341,CAJLMI01,SAMEA7847400,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1630609842397786,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
82,CAJLMI01.293.1_2/7-240,CAJLMI01,SAMEA7847400,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.9413307964857786,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
83,OYGB01.157.1_1/92-465,OYGB01,SAMN06165590,['uncultured_bacterium__EF645667'],0.0856336056413982,True,True,uncultured_bacterium__EF645667
84,OYGB01.116.1_5/55-399,OYGB01,SAMN06165590,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.3729179842397785,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
85,OYGB01.157.1_2/11-266,OYGB01,SAMN06165590,['uncultured_bacterium__EF645667'],0.1434117223111753,True,True,uncultured_bacterium__EF645667
86,OYGB01.116.1_4/5-240,OYGB01,SAMN06165590,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.3020597964857783,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
87,OYGB01.5309.1_2/1-128,OYGB01,SAMN06165590,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",,True,False,NA
88,OQPZ01.68446.1_1/2-197,OQPZ01,SAMN02712189,['Bilophila_sp._4_1_30__BilSpec3'],0.0466498645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
89,OWBQ01.8.1_53/62-435,OWBQ01,SAMEA3708561,['uncultured_bacterium__EF645667'],0.4731026042482226,True,True,uncultured_bacterium__EF645667
90,OWBQ01.8.1_52/11-266,OWBQ01,SAMEA3708561,['uncultured_bacterium__EF645667'],0.6074756042482229,True,True,uncultured_bacterium__EF645667
91,OPWH01.12327.1_1/62-157,OPWH01,SAMEA2043049,['Bilophila_wadsworthia__BilWads6'],0.1304529641950127,True,True,Bilophila_wadsworthia__BilWads6
92,OWQQ01.8304.1_2/63-436,OWQQ01,SAMEA4378285,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.057629417841511,True,False,NA
93,OWQQ01.8304.1_3/11-266,OWQQ01,SAMEA4378285,['Desulfovibrio_piger__DslPige3'],0.0203103632751218,True,True,Desulfovibrio_piger__DslPige3
94,OYKR01.283.1_2/97-470,OYKR01,SAMN06165504,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
95,OYKR01.283.1_1/11-266,OYKR01,SAMN06165504,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
96,ORRD01.1201.1_14/52-400,ORRD01,SAMEA2338677,['Gordonibacter_pamelaeae__GrdPame5'],0.9117293767151716,True,True,Gordonibacter_pamelaeae__GrdPame5
97,UZNL01.14334.1_1/62-250,UZNL01,SAMN00715143,['Candidatus_Desulfovibrio_trichonymphae'],0.3380260552228883,True,True,Candidatus_Desulfovibrio_trichonymphae
98,ULSH01.35401.1_1/2-238,ULSH01,SAMEA4835702,['uncultured_bacterium__EF645667'],,True,True,uncultured_bacterium__EF645667
99,UYDM01.8511.1_2/63-436,UYDM01,SAMEA2151439,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.072652417841511,True,False,NA
100,UYDM01.8511.1_3/11-266,UYDM01,SAMEA2151439,['uncultured_bacterium__EF645667'],0.1588076042482226,True,True,uncultured_bacterium__EF645667
101,OQQY01.70848.1_1/1-202,OQQY01,SAMN02711295,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",,True,False,NA
102,OQQY01.63187.1_2/11-158,OQQY01,SAMN02711295,['Bilophila_sp._4_1_30__BilSpec3'],0.0321058645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
103,OQQY01.71910.1_1/1-113,OQQY01,SAMN02711295,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",,True,False,NA
104,OVYG01.1315.1_12/64-437,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
105,OVYG01.1315.1_13/11-266,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
106,UXRB01.19263.1_2/11-266,UXRB01,SAMEA2155512,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.074290417841511,True,False,NA
107,UXRB01.19263.1_3/1-286,UXRB01,SAMEA2155512,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
108,UXRB01.66584.1_2/63-175,UXRB01,SAMEA2155512,['Desulfovibrio_piger__DslPige3'],,True,True,Desulfovibrio_piger__DslPige3
109,OZZQ01.3100.1_3/27-294,OZZQ01,SAMN06165154,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.845465634950076,True,True,Moorella_thermoacetica_Y72_copy_2__MooTher5
110,OZZQ01.2726.1_4/28-293,OZZQ01,SAMN06165154,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.869633634950077,True,True,Moorella_thermoacetica_Y72_copy_2__MooTher5
111,UPMR01.3615.1_10/63-436,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.078795417841511,True,False,NA
112,UPMR01.3615.1_4/63-436,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.078795417841511,True,False,NA
113,UPMR01.3615.1_3/11-266,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018253632751218,True,False,NA
114,UPMR01.3615.1_9/11-266,UPMR01,SAMEA2737866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018253632751218,True,False,NA
115,UPMR01.66066.1_2/2-136,UPMR01,SAMEA2737866,['Bilophila_sp._4_1_30__BilSpec3'],0.0157488645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
116,UPMR01.66066.1_1/11-108,UPMR01,SAMEA2737866,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",,True,False,NA
117,OWSK01.6388.1_2/63-436,OWSK01,SAMEA4378329,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0079443632751218,True,False,NA
118,OWSK01.6388.1_1/11-264,OWSK01,SAMEA4378329,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0110573632751218,True,False,NA
119,OWSK01.6388.1_6/1-82,OWSK01,SAMEA4378329,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
120,CAABUQ01.5070.1_1/1-247,CAABUQ01,SAMN00691554,['Desulfovibrio_desulfuricans__DslDes17'],,True,True,Desulfovibrio_desulfuricans__DslDes17
121,CAABUQ01.18604.1_1/2-161,CAABUQ01,SAMN00691554,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.0310078290485498,True,True,Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358
122,OWEA01.6517.1_3/63-436,OWEA01,SAMEA3708617,['Desulfovibrio_piger__DslPige3'],0.0203013632751218,True,True,Desulfovibrio_piger__DslPige3
123,OWEA01.6517.1_2/11-266,OWEA01,SAMEA3708617,['uncultured_bacterium__EF645667'],0.1857516042482226,True,True,uncultured_bacterium__EF645667
124,UZIE01.3608.1_5/64-437,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
125,UZIE01.3608.1_6/11-266,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
126,ORVI01.27023.1_1/64-438,ORVI01,SAMEA2338833,['Bilophila_wadsworthia__BilWads6'],0.1878729641950127,True,True,Bilophila_wadsworthia__BilWads6
127,ORVI01.27023.1_2/11-108,ORVI01,SAMEA2338833,['Bilophila_sp._4_1_30__BilSpec3'],0.0241178645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
128,ULXL01.46695.1_1/1-339,ULXL01,SAMEA4835837,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.0193448290485498,True,True,Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358
129,ULXL01.61062.1_1/1-115,ULXL01,SAMEA4835837,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",,True,False,NA
130,ULXL01.46695.1_2/11-123,ULXL01,SAMEA4835837,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",,True,False,NA
131,ULXL01.82817.1_2/27-294,ULXL01,SAMEA4835837,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.845465634950076,True,True,Moorella_thermoacetica_Y72_copy_2__MooTher5
132,OWGR01.71931.1_2/11-87,OWGR01,SAMEA3708494,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",,True,False,NA
133,OYRO01.1954.1_1/43-233,OYRO01,SAMN06165543,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
134,ULRD01.28831.1_1/1-232,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
135,ULRD01.52017.1_1/11-152,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
136,ULRD01.35842.1_2/63-146,ULRD01,SAMEA4835675,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",,True,False,NA
137,UEYE01.11137.1_2/64-437,UEYE01,SAMN06115512,['uncultured_bacterium__EF645667'],0.4726806042482226,True,True,uncultured_bacterium__EF645667
138,UEYE01.31469.1_1/1-298,UEYE01,SAMN06115512,['Bilophila_sp._4_1_30__BilSpec3'],0.0091738645937053,True,True,Bilophila_sp._4_1_30__BilSpec3
139,UEYE01.14975.1_1/1-230,UEYE01,SAMN06115512,['Bilophila_wadsworthia__BilWads6'],0.1972429641950127,True,True,Bilophila_wadsworthia__BilWads6
140,UEYE01.11137.1_1/11-212,UEYE01,SAMN06115512,['uncultured_bacterium__EF645667'],0.7032456042482228,True,True,uncultured_bacterium__EF645667
141,UMHE01.11170.1_4/55-428,UMHE01,SAMEA4836090,['uncultured_bacterium__EF645667'],0.4731026042482226,True,True,uncultured_bacterium__EF645667
142,UMHE01.11170.1_3/11-266,UMHE01,SAMEA4836090,['uncultured_bacterium__EF645667'],0.6074756042482229,True,True,uncultured_bacterium__EF645667
143,OQXB01.18.1_117/53-401,OQXB01,SAMN04161035,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.2961569842397784,True,True,Anaerobic_bacterium_sk.prop8__Bv2Prop2
144,OQXB01.18.1_116/4-240,OQXB01,SAMN04161035,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.2805157964857783,True,True,Desulfitibacter_alkalitolerans__DfiAlka2
145,ORCJ01.30263.1_1/1-206,ORCJ01,SAMN06115435,['Desulfovibrio_vulgaris__DQ826729'],0.3755138944648559,True,True,Desulfovibrio_vulgaris__DQ826729
146,ORWY01.1258.1_16/64-437,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
147,ORWY01.1258.1_15/11-266,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True,True,Bilophila_wadsworthia__BilWads6
148,ORWY01.341.1_49/11-266,ORWY01,SAMEA2338866,['uncultured_bacterium__EF645667'],0.1954606042482226,True,True,uncultured_bacterium__EF645667
149,ORWY01.95422.1_1/1-223,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
150,ORWY01.114984.1_1/1-122,ORWY01,SAMEA2338866,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",,True,False,NA
