sample_id,merged_project_accession
SAMEA7690732,PRJEB41588
SAMEA7690733,PRJEB41588
SAMEA7690734,PRJEB41588
SAMEA7690735,PRJEB41588
SAMEA7690736,PRJEB41588
SAMEA7690737,PRJEB41588
SAMEA7690738,PRJEB41588
SAMEA7690739,PRJEB41588
SAMEA7690740,PRJEB41588
SAMEA7690741,PRJEB41588
SAMEA7690742,PRJEB41588
SAMEA7690743,PRJEB41588
SAMEA7690744,PRJEB41588
SAMEA7690745,PRJEB41588
SAMEA7690746,PRJEB41588
SAMEA7690747,PRJEB41588
SAMEA7690748,PRJEB41588
SAMEA7690749,PRJEB41588
SAMEA7690750,PRJEB41588
SAMEA7690751,PRJEB41588
SAMEA7690752,PRJEB41588
SAMEA7690753,PRJEB41588
SAMEA7690754,PRJEB41588
SAMEA7690755,PRJEB41588
SAMEA7690756,PRJEB41588
SAMEA7690757,PRJEB41588
SAMEA7690758,PRJEB41588
SAMEA7690759,PRJEB41588
SAMEA7690760,PRJEB41588
SAMEA7690761,PRJEB41588
SAMEA7690762,PRJEB41588
SAMEA7690763,PRJEB41588
SAMEA7690764,PRJEB41588
SAMEA7690765,PRJEB41588
SAMEA7690766,PRJEB41588
SAMEA7690767,PRJEB41588
SAMEA7690768,PRJEB41588
SAMEA7690769,PRJEB41588
SAMEA7690770,PRJEB41588
SAMEA7690771,PRJEB41588
SAMEA7690772,PRJEB41588
SAMEA7690773,PRJEB41588
SAMEA7690774,PRJEB41588
SAMEA7690775,PRJEB41588
SAMEA7690776,PRJEB41588
SAMEA7690777,PRJEB41588
SAMEA7690778,PRJEB41588
SAMEA7690779,PRJEB41588
SAMEA7690780,PRJEB41588
SAMEA7690781,PRJEB41588
SAMEA7690782,PRJEB41588
SAMEA7690783,PRJEB41588
SAMEA7690784,PRJEB41588
SAMEA7690785,PRJEB41588
SAMEA7690786,PRJEB41588
SAMEA7690787,PRJEB41588
SAMEA7690788,PRJEB41588
SAMEA7690789,PRJEB41588
SAMEA7690790,PRJEB41588
SAMEA7690791,PRJEB41588
SAMEA7690792,PRJEB41588
SAMEA7690793,PRJEB41588
SAMEA7690794,PRJEB41588
SAMEA7690795,PRJEB41588
SAMEA7690796,PRJEB41588
SAMEA7690798,PRJEB41588
SAMEA7690799,PRJEB41588
SAMEA7690800,PRJEB41588
SAMEA7690801,PRJEB41588
SAMEA7690802,PRJEB41588
SAMEA7690803,PRJEB41588
SAMEA7690804,PRJEB41588
SAMEA7690805,PRJEB41588
SAMEA7690806,PRJEB41588
SAMEA7690807,PRJEB41588
SAMEA7690808,PRJEB41588
SAMEA7690809,PRJEB41588
SAMEA7690810,PRJEB41588
SAMEA7690811,PRJEB41588
SAMEA7690812,PRJEB41588
SAMEA7690813,PRJEB41588
SAMEA7690814,PRJEB41588
SAMEA7690815,PRJEB41588
SAMEA7690816,PRJEB41588
SAMEA7690817,PRJEB41588
SAMEA7690818,PRJEB41588
SAMEA7690819,PRJEB41588
SAMEA7690820,PRJEB41588
SAMEA7690821,PRJEB41588
SAMEA7690822,PRJEB41588
SAMEA7690823,PRJEB41588
SAMEA7690824,PRJEB41588
SAMEA7690825,PRJEB41588
SAMEA7690826,PRJEB41588
SAMEA7690827,PRJEB41588
SAMEA7690828,PRJEB41588
SAMEA7690829,PRJEB41588
SAMEA7690830,PRJEB41588
SAMEA7690831,PRJEB41588
SAMEA7690832,PRJEB41588
SAMEA7690833,PRJEB41588
SAMEA7690834,PRJEB41588
SAMEA7690835,PRJEB41588
SAMEA7690836,PRJEB41588
SAMEA7690837,PRJEB41588
SAMEA7690838,PRJEB41588
SAMEA7690839,PRJEB41588
SAMEA7690840,PRJEB41588
SAMEA7690841,PRJEB41588
SAMEA7690842,PRJEB41588
SAMEA7690843,PRJEB41588
SAMEA7690844,PRJEB41588
SAMEA7690845,PRJEB41588
SAMEA7690846,PRJEB41588
SAMEA7690847,PRJEB41588
SAMEA7690848,PRJEB41588
SAMEA7690849,PRJEB41588
SAMEA7690850,PRJEB41588
SAMEA7690851,PRJEB41588
SAMEA7690852,PRJEB41588
SAMEA7690853,PRJEB41588
SAMEA7690854,PRJEB41588
SAMEA7690855,PRJEB41588
SAMEA7690856,PRJEB41588
SAMEA7690857,PRJEB41588
SAMEA7690858,PRJEB41588
SAMEA7690859,PRJEB41588
SAMEA7690860,PRJEB41588
SAMEA7690861,PRJEB41588
SAMEA7690862,PRJEB41588
SAMEA7690863,PRJEB41588
SAMEA7690864,PRJEB41588
SAMEA7690865,PRJEB41588
SAMEA7690866,PRJEB41588
SAMEA7690867,PRJEB41588
SAMEA7690868,PRJEB41588
SAMEA7690869,PRJEB41588
SAMN00715131,PRJEB30046
SAMN00715132,PRJEB30046
SAMN00715133,PRJEB30046
SAMN00715134,PRJEB30046
SAMN00715135,PRJEB26432
SAMN00715136,PRJEB30046
SAMN00715137,PRJEB30046
SAMN00715138,PRJEB30046
SAMN00715139,PRJEB30046
SAMN00715140,PRJEB26432
SAMN00715141,PRJEB30046
SAMN00715142,PRJEB30046
SAMN00715143,PRJEB30046
SAMN00715144,PRJEB30046
SAMN00715145,PRJEB30046
SAMN00715146,PRJEB26432
SAMN00715147,PRJEB30046
SAMN00715148,PRJEB30046
SAMN00715149,PRJEB26432
SAMN00715150,PRJEB30046
SAMN00715151,PRJEB30046
SAMN00715152,PRJEB30046
SAMN00715153,PRJEB30046
SAMN00715154,PRJEB30046
SAMN00715155,PRJEB30046
SAMN00715156,PRJEB30046
SAMN00715157,PRJEB26432
SAMN00715158,PRJEB26432
SAMN00715159,PRJEB30046
SAMN00715160,PRJEB30046
SAMN00715161,PRJEB30046
SAMN00715162,PRJEB30046
SAMN00715163,PRJEB30046
SAMN00715164,PRJEB30046
SAMN00715165,PRJEB30046
SAMN00715166,PRJEB30046
SAMN00715167,PRJEB30046
SAMN00715168,PRJEB30046
SAMN00715169,PRJEB26432
SAMN00715170,PRJEB26432
SAMN00715171,PRJEB30046
SAMN00715172,PRJEB30046
SAMN00715173,PRJEB30046
SAMN00715174,PRJEB30046
SAMN00715175,PRJEB30046
SAMN00715176,PRJEB30046
SAMN00715177,PRJEB30046
SAMN00715178,PRJEB30046
SAMN00715179,PRJEB30046
SAMN00715180,PRJEB30046
SAMN00715181,PRJEB30046
SAMN00715182,PRJEB30046
SAMN00715183,PRJEB30046
SAMN00715184,PRJEB30046
SAMN00715185,PRJEB30046
SAMN00715186,PRJEB30046
SAMN00715187,PRJEB30046
SAMN00715188,PRJEB30046
SAMN00715189,PRJEB30046
SAMN00715190,PRJEB30046
SAMN00715191,PRJEB26432
SAMN00715192,PRJEB30046
SAMN00715193,PRJEB30046
SAMN00715194,PRJEB30046
SAMN00715195,PRJEB30046
SAMN00715196,PRJEB30046
SAMN00715197,PRJEB30046
SAMN00715198,PRJEB30046
SAMN00715199,PRJEB30046
SAMN00715200,PRJEB26432
SAMN00715201,PRJEB30046
SAMN00715202,PRJEB30046
SAMN00715203,PRJEB30046
SAMN00715204,PRJEB30046
SAMN00715205,PRJEB26432
SAMN00715206,PRJEB26432
SAMN00715207,PRJEB30046
SAMN00715208,PRJEB30046
SAMN00715209,PRJEB30046
SAMN00715210,PRJEB30046
SAMN00715211,PRJEB26432
SAMN00715212,PRJEB26432
SAMN00715213,PRJEB30046
SAMN00715214,PRJEB30046
SAMN00715215,PRJEB30046
SAMN00715216,PRJEB26432
SAMN00715217,PRJEB26432
SAMN00715218,PRJEB30046
SAMN00715219,PRJEB30046
SAMN00715220,PRJEB30046
SAMN00715221,PRJEB30046
SAMN00715222,PRJEB30046
SAMN00715223,PRJEB30046
SAMN00715224,PRJEB30046
SAMN00715225,PRJEB30046
SAMN00715226,PRJEB30046
SAMN00715227,PRJEB30046
SAMN00715228,PRJEB26432
SAMN00715229,PRJEB30046
SAMN00715230,PRJEB30046
SAMN00715231,PRJEB30046
SAMN00715232,PRJEB30046
SAMN00715233,PRJEB30046
SAMN00715234,PRJEB26432
SAMN00715235,PRJEB30046
SAMN00715236,PRJEB30046
SAMN00715237,PRJEB30046
SAMN00715238,PRJEB30046
SAMN00715239,PRJEB30046
SAMN00715240,PRJEB30046
SAMN00715241,PRJEB30046
SAMN00715242,PRJEB30046
SAMN00715243,PRJEB30046
SAMN00715244,PRJEB30046
SAMN00715245,PRJEB26432
SAMN00715246,PRJEB30046
SAMN00715247,PRJEB30046
SAMN00715248,PRJEB30046
SAMN00715249,PRJEB30046
SAMN00715250,PRJEB30046
SAMN00715251,PRJEB30046
SAMN00715252,PRJEB30046
SAMN00715253,PRJEB30046
SAMN00715254,PRJEB30046
SAMN00715255,PRJEB26432
SAMN00715256,PRJEB30046
SAMN00715257,PRJEB30046
SAMN00715258,PRJEB30046
SAMN00715259,PRJEB30046
SAMN00715260,PRJEB30046
SAMN00715261,PRJEB30046
SAMN00715262,PRJEB30046
SAMN00715263,PRJEB26432
SAMN00715264,PRJEB30046
SAMN00715265,PRJEB30046
SAMN00715266,PRJEB26432
SAMN00715267,PRJEB30046
SAMN00715268,PRJEB30046
SAMN00715269,PRJEB30046
SAMN00715270,PRJEB30046
SAMN00715271,PRJEB30046
SAMN00715272,PRJEB30046
SAMN00715273,PRJEB30046
SAMN00715274,PRJEB30046
SAMN00715275,PRJEB30046
SAMN00791901,PRJEB30046
SAMN00791902,PRJEB30046
SAMN00791903,PRJEB30046
SAMN00791904,PRJEB30046
SAMN00791905,PRJEB30046
SAMN00791906,PRJEB30046
SAMN00791907,PRJEB30046
SAMN00791908,PRJEB30046
SAMN00791909,PRJEB30046
SAMN00791910,PRJEB30046
SAMN00791911,PRJEB30046
SAMN00791912,PRJEB30046
SAMN00791913,PRJEB30046
SAMN00791914,PRJEB30046
SAMN00791915,PRJEB30046
SAMN00791916,PRJEB30046
SAMN00791917,PRJEB30046
SAMN00791918,PRJEB30046
SAMN00791919,PRJEB30046
SAMN00791920,PRJEB30046
SAMN00791921,PRJEB30046
SAMN00791922,PRJEB30046
SAMN00791923,PRJEB30046
SAMN00791924,PRJEB30046
SAMN00791925,PRJEB30046
SAMN00791926,PRJEB30046
SAMN00791927,PRJEB30046
SAMN00791928,PRJEB30046
SAMN00791929,PRJEB30046
SAMN00791930,PRJEB30046
SAMN00791931,PRJEB30046
SAMN00791932,PRJEB30046
SAMN00791933,PRJEB30046
SAMN00791934,PRJEB30046
SAMN00791935,PRJEB30046
SAMN00791936,PRJEB30046
SAMN00791937,PRJEB30046
SAMN00791938,PRJEB30046
SAMN00791939,PRJEB30046
SAMN00791940,PRJEB30046
SAMN00791941,PRJEB30046
SAMN00791942,PRJEB30046
SAMN00791943,PRJEB30046
SAMN00791944,PRJEB30046
SAMN00791945,PRJEB30046
SAMN00791946,PRJEB30046
SAMN00791947,PRJEB30046
SAMN00791948,PRJEB30046
SAMN00791949,PRJEB30046
SAMN00791950,PRJEB30046
SAMN00791951,PRJEB30046
SAMN00791952,PRJEB30046
SAMN00791953,PRJEB30046
SAMN00791954,PRJEB30046
SAMN00791955,PRJEB30046
SAMN00791956,PRJEB30046
SAMN00791957,PRJEB30046
SAMN00791958,PRJEB30046
SAMN00791959,PRJEB30046
SAMN00791960,PRJEB30046
SAMN00791961,PRJEB30046
SAMN00791962,PRJEB30046
SAMN00791963,PRJEB30046
SAMN00791964,PRJEB30046
SAMN00791965,PRJEB30046
SAMN00791966,PRJEB30046
SAMN00791967,PRJEB30046
SAMN00791968,PRJEB30046
SAMN00791969,PRJEB30046
SAMN00791970,PRJEB30046
SAMN00791971,PRJEB30046
SAMN00791972,PRJEB30046
SAMN00791973,PRJEB30046
SAMN00791974,PRJEB30046
SAMN00791975,PRJEB30046
SAMN00791976,PRJEB30046
SAMN00791977,PRJEB30046
SAMN00791978,PRJEB30046
SAMN00791979,PRJEB30046
SAMN00791980,PRJEB30046
SAMN00791981,PRJEB30046
SAMN00791982,PRJEB30046
SAMN00791983,PRJEB30046
SAMN00791984,PRJEB30046
SAMN00791985,PRJEB30046
SAMN00791986,PRJEB30046
SAMN00791987,PRJEB30046
SAMN00791988,PRJEB30046
SAMN00791989,PRJEB30046
SAMN00791990,PRJEB30046
SAMN00791991,PRJEB30046
SAMN00791992,PRJEB30046
SAMN00791993,PRJEB30046
SAMN00791994,PRJEB30046
SAMN00791995,PRJEB30046
SAMN00791996,PRJEB30046
SAMN00791997,PRJEB30046
SAMN00791998,PRJEB30046
SAMN00791999,PRJEB30046
SAMN00792000,PRJEB30046
SAMN00792001,PRJEB30046
SAMN00792002,PRJEB30046
SAMN00792003,PRJEB30046
SAMN00792004,PRJEB30046
SAMN00792005,PRJEB30046
SAMN00792006,PRJEB30046
SAMN00792007,PRJEB30046
SAMN00792008,PRJEB30046
SAMN00792009,PRJEB30046
SAMN00792010,PRJEB30046
SAMN00792011,PRJEB30046
SAMN00792012,PRJEB30046
SAMN00792013,PRJEB30046
SAMN00792014,PRJEB30046
SAMN00792015,PRJEB30046
SAMN00792016,PRJEB30046
SAMN00792017,PRJEB30046
SAMN00792018,PRJEB30046
SAMN00792019,PRJEB30046
SAMN00792020,PRJEB30046
SAMN00792021,PRJEB30046
SAMN00792022,PRJEB30046
SAMN00792023,PRJEB30046
SAMN00792024,PRJEB30046
SAMN00792025,PRJEB30046
SAMN00792026,PRJEB30046
SAMN00792027,PRJEB30046
SAMN00792028,PRJEB30046
SAMN00792029,PRJEB30046
SAMN00792030,PRJEB30046
SAMN00792031,PRJEB30046
SAMN00792032,PRJEB30046
SAMN00792033,PRJEB30046
SAMN00792034,PRJEB30046
SAMN00792035,PRJEB30046
SAMN00792036,PRJEB30046
SAMN00792037,PRJEB30046
SAMN00792038,PRJEB30046
SAMN00792039,PRJEB30046
SAMN00792040,PRJEB30046
SAMN00792041,PRJEB30046
SAMN00792042,PRJEB30046
SAMN00792043,PRJEB30046
SAMN00792044,PRJEB30046
SAMN00792045,PRJEB30046
SAMN00792046,PRJEB30046
SAMN00792047,PRJEB30046
SAMN00792048,PRJEB30046
SAMN00792049,PRJEB30046
SAMN00792050,PRJEB30046
SAMN00792051,PRJEB30046
SAMN00792052,PRJEB30046
SAMN00792053,PRJEB30046
SAMN00792054,PRJEB30046
SAMN00792055,PRJEB30046
SAMN00792056,PRJEB30046
SAMN00792057,PRJEB30046
SAMN00792058,PRJEB30046
SAMN00792059,PRJEB30046
SAMN00792060,PRJEB30046
SAMN00792061,PRJEB30046
SAMN00792062,PRJEB30046
SAMN00792063,PRJEB30046
SAMN00792064,PRJEB30046
SAMN00792065,PRJEB30046
SAMN00792066,PRJEB30046
SAMN00792067,PRJEB30046
SAMN00792068,PRJEB30046
SAMN00792069,PRJEB30046
SAMN00792070,PRJEB30046
SAMN00792071,PRJEB30046
SAMN00792072,PRJEB30046
SAMN00792073,PRJEB30046
SAMN00792074,PRJEB30046
SAMN00792075,PRJEB30046
SAMN00792076,PRJEB30046
SAMN00792077,PRJEB30046
SAMN00792078,PRJEB30046
SAMN00792079,PRJEB30046
SAMN00792080,PRJEB30046
SAMN00792081,PRJEB30046
SAMN00792082,PRJEB30046
SAMN00792083,PRJEB30046
SAMN00792084,PRJEB30046
SAMN00792085,PRJEB30046
SAMN00792086,PRJEB30046
SAMN00792087,PRJEB30046
SAMN00792088,PRJEB30046
SAMN00792089,PRJEB30046
SAMN00792090,PRJEB30046
SAMN00792091,PRJEB30046
SAMN00792092,PRJEB30046
SAMN00792093,PRJEB30046
SAMN00792094,PRJEB30046
SAMN00792095,PRJEB30046
SAMN00792096,PRJEB30046
SAMN00792097,PRJEB30046
SAMN00792098,PRJEB30046
SAMN00792099,PRJEB30046
SAMN00792100,PRJEB30046
SAMN00792101,PRJEB30046
SAMN00792102,PRJEB30046
SAMN00792103,PRJEB30046
SAMN00792104,PRJEB30046
SAMN00792105,PRJEB30046
SAMN00792106,PRJEB30046
SAMN00792107,PRJEB30046
SAMN00792108,PRJEB30046
SAMN00792109,PRJEB30046
SAMN00792110,PRJEB30046
SAMN00792111,PRJEB30046
SAMN00792112,PRJEB30046
SAMN00792113,PRJEB30046
SAMN00792114,PRJEB30046
SAMN00792115,PRJEB30046
SAMN00792116,PRJEB30046
SAMN00792117,PRJEB30046
SAMN00792118,PRJEB30046
SAMN00993239,PRJEB30046
SAMN00993240,PRJEB30046
SAMN00993241,PRJEB30046
SAMN00993242,PRJEB30046
SAMN00993243,PRJEB30046
SAMN00993244,PRJEB30046
SAMN00993245,PRJEB30046
SAMN01779597,PRJNA178162
SAMN02053534,PRJNA224116
SAMN02178496,PRJNA224116
SAMN02317157,PRJNA215106
SAMN02317158,PRJNA215106
SAMN02317159,PRJNA215106
SAMN02317160,PRJNA215106
SAMN02317161,PRJNA215106
SAMN02317162,PRJNA215106
SAMN02317163,PRJNA215106
SAMN02317164,PRJNA215106
SAMN02317165,PRJNA215106
SAMN02317166,PRJNA215106
SAMN02317167,PRJNA215106
SAMN02317168,PRJNA215106
SAMN02317169,PRJNA215106
SAMN02317170,PRJNA215106
SAMN02317171,PRJNA215106
SAMN02317172,PRJNA215106
SAMN02317173,PRJNA215106
SAMN02317174,PRJNA215106
SAMN02317175,PRJNA215106
SAMN02317176,PRJNA215106
SAMN02317177,PRJNA215106
SAMN02317178,PRJNA215106
SAMN02364490,PRJNA221723
SAMN02364493,PRJNA221723
SAMN02768023,PRJNA534291
SAMN02802249,PRJNA183848
SAMN02802250,PRJNA183848
SAMN02802251,PRJNA183848
SAMN02802252,PRJNA183848
SAMN02802253,PRJNA183848
SAMN02802254,PRJNA183848
SAMN02802255,PRJNA183848
SAMN02802256,PRJNA183848
SAMN02802257,PRJNA344415
SAMN02802258,PRJNA183848
SAMN02802259,PRJNA183848
SAMN02802260,PRJNA183848
SAMN02802261,PRJNA183848
SAMN02802262,PRJNA183848
SAMN02802266,PRJNA183848
SAMN02802267,PRJNA183848
SAMN02802270,PRJNA183848
SAMN02802272,PRJNA183848
SAMN02802275,PRJNA183848
SAMN02802276,PRJNA183848
SAMN02802278,PRJNA183848
SAMN02802279,PRJNA183848
SAMN02802283,PRJNA183848
SAMN02802284,PRJNA514245
SAMN02802285,PRJNA183848
SAMN02802288,PRJNA183848
SAMN02802289,PRJNA183848
SAMN02802290,PRJNA183848
SAMN02802291,PRJNA183848
SAMN02802292,PRJNA183848
SAMN02802294,PRJNA183848
SAMN02802295,PRJNA183848
SAMN02929638,PRJNA252015
SAMN02929639,PRJNA252015
SAMN02929640,PRJNA252015
SAMN02929641,PRJNA252015
SAMN02934519,PRJNA231221
SAMN02934520,PRJNA231221
SAMN02934522,PRJNA231221
SAMN02934527,PRJNA666766
SAMN02934528,PRJNA231221
SAMN02934532,PRJNA231221
SAMN02944928,PRJNA256967
SAMN02947306,PRJNA237212
SAMN02947307,PRJNA237212
SAMN02947308,PRJNA237212
SAMN02947309,PRJNA237212
SAMN02991189,PRJNA218110
SAMN02991198,PRJNA218110
SAMN02991200,PRJNA218110
SAMN02991201,PRJNA218110
SAMN02991202,PRJNA218110
SAMN02991203,PRJNA218110
SAMN02991208,PRJNA218110
SAMN02991211,PRJNA218110
SAMN02991212,PRJNA218110
SAMN02991217,PRJNA218110
SAMN02991220,PRJNA218110
SAMN02991221,PRJNA218110
SAMN02991228,PRJNA218110
SAMN02991229,PRJNA218110
SAMN02991231,PRJNA218110
SAMN02991234,PRJNA218110
SAMN02991236,PRJNA218110
SAMN02991239,PRJNA218110
SAMN02991241,PRJNA218110
SAMN02991242,PRJNA218110
SAMN02991244,PRJNA218110
SAMN02991247,PRJNA218110
SAMN02991248,PRJNA218110
SAMN02991251,PRJNA218110
SAMN02991252,PRJNA218110
SAMN02991253,PRJNA218110
SAMN02991254,PRJNA218110
SAMN02991256,PRJNA218110
SAMN02991257,PRJNA218110
SAMN02991259,PRJNA218110
SAMN02991261,PRJNA218110
SAMN03002798,PRJNA252015
SAMN03002799,PRJNA252015
SAMN03002800,PRJNA252015
SAMN03002801,PRJNA252015
SAMN03002802,PRJNA252015
SAMN03002803,PRJNA252015
SAMN03002804,PRJNA252015
SAMN03002805,PRJNA252015
SAMN03002806,PRJNA252015
SAMN03002807,PRJNA252015
SAMN03002808,PRJNA252015
SAMN03019928,PRJNA218110
SAMN03019930,PRJNA218110
SAMN03019931,PRJNA218110
SAMN03019932,PRJNA218110
SAMN03019933,PRJNA218110
SAMN03019934,PRJNA218110
SAMN03019935,PRJNA218110
SAMN03019937,PRJNA218110
SAMN03019940,PRJNA218110
SAMN03019944,PRJNA218110
SAMN03019945,PRJNA218110
SAMN03019946,PRJNA218110
SAMN03024030,PRJNA237212
SAMN03069792,PRJNA237212
SAMN03069793,PRJNA237212
SAMN03076288,PRJNA237212
SAMN03079640,PRJNA237212
SAMN03079641,PRJNA237212
SAMN03085853,PRJNA252015
SAMN03085854,PRJNA252015
SAMN03085856,PRJNA252015
SAMN03085857,PRJNA252015
SAMN03085859,PRJNA252015
SAMN03085860,PRJNA252015
SAMN03085861,PRJNA252015
SAMN03085862,PRJNA252015
SAMN03085863,PRJNA252015
SAMN03092689,PRJNA237212
SAMN03092690,PRJNA237212
SAMN03092691,PRJNA237212
SAMN03092692,PRJNA237212
SAMN03097360,PRJNA252015
SAMN03097361,PRJNA252015
SAMN03097362,PRJNA252015
SAMN03097363,PRJNA252015
SAMN03097364,PRJNA252015
SAMN03097365,PRJNA252015
SAMN03097366,PRJNA252015
SAMN03097367,PRJNA252015
SAMN03104699,PRJNA237212
SAMN03104700,PRJNA237212
SAMN03108707,PRJNA237212
SAMN03121816,PRJNA264276
SAMN03121878,PRJNA237212
SAMN03121891,PRJNA264275
SAMN03121892,PRJNA264271
SAMN03121893,PRJNA264274
SAMN03121897,PRJNA264265
SAMN03121898,PRJNA264264
SAMN03121899,PRJNA264266
SAMN03121900,PRJNA264270
SAMN03121901,PRJNA264268
SAMN03121903,PRJNA264267
SAMN03121904,PRJNA264269
SAMN03121906,PRJNA264273
SAMN03142752,PRJNA237212
SAMN03151588,PRJNA252015
SAMN03151589,PRJNA252015
SAMN03151590,PRJNA252015
SAMN03151592,PRJNA252015
SAMN03154479,PRJNA237212
SAMN03195950,PRJNA227458
SAMN03195962,PRJNA237212
SAMN03195963,PRJNA237212
SAMN03195964,PRJNA237212
SAMN03195965,PRJNA237212
SAMN03195967,PRJNA237212
SAMN03198661,PRJNA237212
SAMN03201711,PRJNA227458
SAMN03202044,PRJNA237212
SAMN03202045,PRJNA237212
SAMN03202046,PRJNA237212
SAMN03202047,PRJNA237212
SAMN03218569,PRJNA237212
SAMN03223261,PRJNA227458
SAMN03223263,PRJNA227458
SAMN03223264,PRJNA227458
SAMN03223265,PRJNA227458
SAMN03253030,PRJNA237212
SAMN03259189,PRJNA252015
SAMN03259190,PRJNA252015
SAMN03259191,PRJNA252015
SAMN03259193,PRJNA252015
SAMN03259194,PRJNA252015
SAMN03259195,PRJNA252015
SAMN03259197,PRJNA252015
SAMN03259198,PRJNA252015
SAMN03259199,PRJNA252015
SAMN03259200,PRJNA252015
SAMN03264368,PRJNA237212
SAMN03264369,PRJNA237212
